comment,comment_length
"Terkait Pemukulan Warga Pertumbukan, Polres Langkat Diminta Segera Menangkap Agus Pengusaha Galian C<br><br>Langkat. <br><br>Kasus penganiayaan pemukulan terhadap salah seorang warga Desa Pertumbuhan yang dilakukan pengusaha Galian C sekaligus Anggota DPRD Langkat bernama Agus berbuntut panjang.<br><br>Menurut warga, apa yang dilakukan Agus terhadap korban bernama Muhammad Sahyan (44) warga Dusun I Pertumbuhan Desa Pertumbuhan Kecamatan Wampu Kabupaten Langkat tersebut dinilai sudah menyakiti hati warga setempat.<br><br>Pasalanya, warga menilai jika Agus Salim selain duduk sebagai Anggota DPRD Langkat juga pengusaha galian C di aliran sungai Wampu tersebut, sama sekali tidak ada kontribusinya kepada warga Pertumbukan.<br><br>Warga mendesak agar Polres Langkat segera menangkap oknum Anggota DPRD Langkat dari Fraksi Gerindra tersebut sesuai dengan Nomor : STPLP/B/558/X/2023/SPKT/Polres Langkat/Polda Sumut tertanggal 20 Oktober 2023.<br><br>Sehingga, warga Desa Pertumbuhan sepakat tidak mengijinkan usaha Galian C yang ada di Desa Pertumbukan untuk beroperasi jika pelaku Agus Salim belum ditangkap.<br><br>Informasi yang diperoleh Wartawan dari korban penganiayaan, Muhammad Sahyan, menjelaskan bahwa peristiwa penganiayaan yang dialaminya bermula pada saat korban hendak mengantar surat perjanjian kepada kedua pengusaha Galian C yakni Samuel dan Agus di lokasi usahanya, Jum&#39;at (20/10/2023) sekira pukul 15.00 WIB.<br><br>Pada saat itu, korban sedang mengisi minyak eceran di salah satu warung di Dusun 3 Desa Pertumbukan. Tiba-tiba mobil pelaku melintas dan pelaku Agus memanggil korban.<br><br>Setelah korban datang ke arah mobilnya, tiba-tiba pelaku membuka pintu mobil dan mendorong korban. &quot;Janganlah main kasar Pak Agus,&quot; ujar korban.<br><br>Namun bukannya berhenti, pelaku seperti kesetanan melakukan pemukulan yang mengenai kepala serta leher korban. Warga yang menyaksikan penganiayaan tersebut coba berupaya melerai.<br><br>Akibat dari ulah koboi pengusaha Galian C sekaligus Anggota DPRD Langkat dari Fraksi Gerindra tersebut, korban mengaku merasakan nyeri di bagian kepala dan leher yang dibuktikan dengan Surat Visum dari Puskesmas Stabat.<br><br>Dijelaskan korban, pihaknya menyerahkan keputusan beroperisinya usaha Galian yang ada di Desa Pertunjukan kepada masyarakat.<br><br>&quot;Pada intinya, saya tidak ada kepentingan pribadi dalam masalah ini. Saya menyerahkan sepenuhnya kepada masyarakat,&quot; ujarnya, Sabtu (21/10/2023).<br><br>Dari pengamatan media ini di Desa Pertumbukan, Sabtu (21/10/2023), sejak pagi masyarakat Desa Pertumbuhan melakukan aksi sosial menghentikan kendaraan dump truk pengangkut pasir dari pantai Samuel dan Agus Salim.<br><br>Bahkan, Kades Pertumbuhan Hasan Basri SSos bersama Kanit Intelkam Polsek Stabat Ipda Musa Muler Situmorang berupaya memediasi agar warga mengijinkan truk yang sudah bermuatan material agar diijinkan lewat. Namun warga sepakat menolak apa yang disampaikan Kades dan Kanit Intelkam Polsek Stabat tersebut.<br><br>&quot;Tolong Pak Kades, kami selama ini mendengarkan ucapan Pak Kades dan pengusaha galian C. Kali ini tolong dengarkan suara masyarakat Desa Pertumbukan. Apa yang dilakukan Agus Salim sudah menyakiti hati masyarakat. Dia Dapil sini dan buka usaha di Desa kami ini. Tapi gak ada kontribusinya sama kami. Sebelum ada galian C kami juga masih bisa makan. Sekarang dengan keberadaan galian C ini warga semakin sulit cari makan,&quot; teriak warga.<br><br>&quot;Kami minta Polisi segera menangkap Agus Salim. Kalau tidak segera ditangkap, kami siap meletakkan meja dan siap telanjang jalan menuju Polres Langkat,&quot; teriak emak-emak warga Desa Pertumbukan.(....)",3677
tolong pak pikirkan nasib kami guru les pak...,46
"pak jokowi..saya perlu pekerjaan pak, krn terdampak covid sampai skrg suami saya sdh g kerja lagi..saya hrs menghidupi 4 anak2 saya.gaji saya sbg guru les gak cukup, saya hrs mrngadu kmn ya pak...saya butuh pekerjaan pak, saya butuh modal utk membuka usaha..saya ingin bisa hidup dgn layak...saya berbahasa inggris dgn baik , dan senang bekerja.tolong saya pak...saya harus mengadu kemana ya pak???",398
"bahan pokok naik pak Jokowi, solusi apa yg harus di apresiasi",61
kalo duit utang ke negara lain . lu gak malu wi jokowi <br>kalo hasil dari negaramu kau bangakan baguz <br>hasil negara lain . dari utang pula ekekek ...lawak wi jokowi,168
"Masinis di salahin...ide dungu dari otak bapak yg harus di revisi ..kereta cepat bandung tidak urgen, lapangan kerja yg di butuhkan",131
"Bpk ku bpk pers hj jokowi yg terhormat, bpk joko sehat sllu semangat 💪 sllu dlm lindungan allah swt, tolong pa jangan tinggalin kami rakyat jelatah masih membutuhkan mu ❤❤❤",172
"Saking enaknya nikmatnya jadi presiden RI kemana2 dapat fasilitas, dapat lahan tanah kosong setelah pensiun, dapat apa2, kurang 3 x jabatan akhirnya solusinya anaknya dijadiin cawapres. Demokasi amburadul, hukum amburadul. Lihat saja nanti dampaknya... rakyar kecil makin menderita... pejabat makin nikmat...",308
🤣 Roda Aus,10
Saya baca berita di internet saya bersyukur pak Jokowi yang jadi presiden Saya baca berita di internet bahwasanya negara tidak mundur tidak gentar dengan ancaman novel bakmukmin yang mau menghancurkan konser Coldplay itu yang saya harapkan negara sama sekali tidak akan mundur dengan ancaman si bakmukmin,304
Pak ad yang mau dikeluarkan dari Indonesia,42
Terimakasih BPK ku ❤ engkau menjadi kan Indonesia lebih baik i love you bapak ❤,79
"Saya hanya minta stop perjudian online pak Jokowi,,",51
"❤❤😂😂😂assswroh pk jokowi. Mau mintak bantuan ni masalah uang jalan tol ,menggala ,, sampek sekarang blum dicair kan",114
Find ur sicret army 4 mei13 search for me,41
"ORA SUDI MILIH ANAKE PRESIDEN, ANAKE PRAKTIS DADI WALIKOTA, MANTUNE PRAKTIS DADI WALIKOTA MEDAN, KETUA MAHKAMAH KELUARGANE, LHA EEE ANAKE MAJU CAWAPRES PRAKTIS. <br><br>AKHLAKNYA PRESIDEN MANA YAAA... MORALNYA... BANYAK YANG LULUSAN TAHUN KEMARIN BELUM DAPAT KERJA, INI PRESIDEN SEWENANG2 KELUARGANYA JADI PEJABAT SEMUA... <br><br>PERASAANNYA ITU DIMANA PRESIDEN SEKELUARGA ITU???",380
Bapak adalah presiden terburuk di negara ini kalau sampai konser cold play batal karena itu artinya menunjukkan negara kalah melawan gerombolan nya bakmukmin kecewa saya sama bapak kalau negara tidak mengambil tindakan tegas terhadap gerombolan nya bakmukmin yang saya baca di internet bahwa mereka mengancam akan membakar panggung Coldplay kalau sampai Coldplay benar benar konser di Jakarta,392
"Pak PRESIDEN yang terhormat,tolong saya pak,saya kesulitan mengurus KTP saya,saya di mintain biaya yg cukup besar,dan pada akhirnya belum kelar juga,dan saya ingin juga melaksanakan catatan sipil,itupun di persulit,apa2 biaya, saya lagi hamil muda pak,ingin mengurus BPJS,tapi KTP saya aja di persulit,mohon bantuannya pak 🙏",324
gimana?,7
"Kita sampai lupa gara&quot; perang israel terhadap palestina, dan akan ada pemilu yg datang, dan sampai saat ini harga pokok bahan panganan semua tambah mahal. Tolong stabilkan pak presiden. Kalo menuju pemilu seperti biyasa harga sembako masyallah mahal sekalih. Trimakasih",274
Senyap Cepat Tepat itulah Drama Paman Hakim MK😂,47
apakah semua orang luar negeri ingin indonesia tidak maju ?tidak....<br><br>hanya yang punya kepentingan terhadap hasil tani dan ternak dan paru paru dunia....<br><br>sedangkan negara penghasil mobil motor hp komputer mesin cuci lampu pakaian...prodak makanan dan minuman..selalu mendoakan warga indonesia maju dan kaya....dan membeli prodak mereka,348
negara negara maju.....gak ingin indonesia maju...kenapa?<br>1.indonesia paru paru dunia...<br>2.mereka butuh hasil alam indonesia dari tani kebun dan ternak<br><br><br>apa yang terjadi jika indonesia maju dan penduduknya kaya kaya....<br><br>petani dan peternak profesi yang ditinggalkan...karena tak menjanjikan dan sulit...petani peternak...beserta anak anaknya<br>mereka berlomba lomba kerja kantor dan membangun gedung bertingkat di pedesaan....<br><br>paru paru dunia terancam......<br><br>mereka juga terancam secara pangan..sawah jadi perumahan....sumber pangan habis dan import......<br><br><br>sampah semakin banyak.....<br><br>alam semakin rusak<br><br>tapi upaya luar negeri mencegah indonesia maju dan penduduknya  kaya kaya dan semakin banyak penduduknya ini gagal total....<br><br><br>dikampung aja yang punya mobil lebih dari 1 orang....<br><br>dan rasa cemburu manusia itu ada....<br>kata mereka mosok...podho podho mangan sego e ae....aku iyo iso sugih......<br><br>yang bisa mencegah kerusakan alam...itu Tuhan....kali ini Tuhan tidak mencegahnya.....mungkin untuk skenario selanjutnya kiamatnya alam semesta<br><br>saya demi Alloh...gak ada cita cita kaya seperti pemilik alfamart indomart bca microsoft facebook....<br><br>bahkan istri saya berkata:apa kata kehendak tuhan....dijadikan kaya maka kaya...dijadikan miskin maka miskin....dijadikan hidup maka hidup dijadikan mati maka mati....dijadikan suka maka suka dijadikan duka maka duka...saya jawab:jadi kamu mau dijadikan mainan tuhan...kenapa kamu tidak berdoa minta kebaikan..dulu waktu kamu kere...kekurangan uang aja ngomel....<br><br><br>bagi saya kaya sewajarnya...miskin juga sewajarnya...,1672
"haus kekuasaan jokowi terlihat jelas sekarang, kekuasaan membuat Mata keluarganya haus kedudukan. apapun caranya dilakukan termasuk menabrak konstitusi menjadikan MK menjadi Mahkamah Keluarga ... HANGUSKAN KELUARGA JOKOWI 2024",226
"<a href=""https://www.youtube.com/shorts/MjFXDaVRNcE"">https://youtube.com/shorts/MjFXDaVRNcE?si=22YG0xUk_GDQkN49</a>",115
"Sifat kelakuan bejatmu jokowi, akan dapat balasan setimpal dari yang  maha adil",79
Ayo pak boikot semua produk Israel yg ada di Indonesia pak,58
"Pokoknya maju terus pak jokowi,.. i love you...❤❤<br>Balas kritikan, hinaan, cacian dengan prestasi....❤❤❤",106
Pak turunkan tentara untuk bantu palestina🇸🇩🇮🇩,46
Auto unsub 😂😂,13
"Siang Pak presiden, mohon dibantu penertipan pinjol online yg meresahkan. Kini banyak yg kena tipu dan masuk lingkaran dengan terpaksa jadi bahan pemerasan yg berlanjut. Sudi kiranya pesan ini direspon Bpk.. Terima kasih.. Salam",228
Hi Indonesia,12
Dicariin Al?,12
Kalau di pikir2 menciptakan kereta yang golongan menengah ke bawah bagus kali ya...,83
"Suskes , makmur , sejahtera untuk seluruh rakyat Indonesia ❤💪👌👍🤲🙏🙏🙏",67
Hallo Bapak.Maaf mengganggu waktu bapak.sebelumnya perkenalkan nama saya Marlin berasal dari Prov NTT lebih tepatnya di kota maumere. Bapak bolh tidk sebelum pilkada 2024 saya bertemu  dengan bapak sebentar saja <br>Saya hnya ingin melihat Bapak secara langsung <br>🙏🙏🙏,269
"Lawan lah musuh negara secara halus, jagalah kapal kita jangan sampai karam, apalagi diduduki negara lain, yg iri melihat kekayaan alam kita, mainkan pikirin dalam tapakor berfikir, biar kita tetap merdeka, dalam tantang jaman yg keras ini 🙏",241
"SEPERTINYA JOKOWI LUPA TENTANG KORUPSI KOLUSI NEPOTISME. PERLU DI INGATKAN INI, BIAR TIDAK KHILAF. BENTOO BENTOO BENTOO IWANFALS.",129
"Pak baru tahu loh saya bapak punya YouTube, sehat sehat ya pak, tinggal sebentar dan bapak bisa istirahat ke solo",113
Masya Allah Alhamdulillah Allahu Akbar sehat selalu Pak De Jokowi..,67
"Sekedar nasehat jangan muda mengeluarkan kata  kata kutuk,jika itu tidak benar bisa kembali ke diri sendiri.",108
Apa kabar didang Ijazah,23
"PEMBANGUNAN INFRASTRUKTUR KEKUASAAN KELUARGA, TEMAN DEKAT HARUS DILANJUTKAN,  DEMI KEPENTINGAN DIRI, SALAM MAHKAMAH KELUARGA DEMI MELANGGENGKAN KEKUASAAN KELUARGA 😂😂😂",166
Presiden penuh aksi nyata hanya di pikiran seorang JOKOWI❤amanah jujur cerdas berani❤LAYAK 5 PERIODE,100
"Saya sanagt kecewa dengan keputusan presiden untuk anaknya gibran menjadi cawapres prabowo. Kenapa ini bisa terjadi, padahal dari pak jokowi jadi mlwalikota sampia presiden kendaraan politiknya dari pdip, sampai gibran juga sama dari pdip, apa sebagai orang jawa tidak punya rasa gak enak pada ibu mega yg selama ini menurut saya sangat demokratis untul semua kadernya menjadi pemimpin, bu mega sdh mengorbankan anaknya mba puan tdk di calon kan sebagai capres. Menurut saya ini penghianatan secara nyta, saya sangat kecewa dan sangat2 di luar nalar saya, bu mega sdh sangat baik bagi semua kadernya yg berprestasi dan di sukai masyarakat. Mana balas budi keluarga pak jomowi ke bu mega, di  luar dia sebagai ketum partai tapi bu megaa juga swbagai ibu yg sangat2 kecewa",770
"besok insya Allah kalau jadi presiden tak pesen undang2 tanpa melanggar undang2 untuk memuluskan semua keluargaku, tetanggaku, sahabatku, biar dapat jabatan tinggi semuanya. insya Allah perkara gampang itu...",208
KELUARGA KOLUSI DAN NEPOTISME YA INI.,37
MAAF MELENCENG PAK ...SAYA BUKA SUARA TENTANG PALESTINA ISRAEL ... SEBAGAI UMAT ISKAM ... SAYA TERASA MARAH AMAT BESAR TERHADAP ISRAEL .... KARNA DIA MENYERANG WARGA SIPIL ..BUKANYA PERANG ADA PERATURANYA KENAPA WARGA SIPIL JADI SASARAN KASIAN KAN 😢 . TOLONG LAH PIHAK NEGARA TENTANG HAM ... DI TINGKATKAN LAGI ... BUKAN KAH ITU SUDAH MELANGGAR HAK ASASI MANUSIA,362
"Pak JOKOWI, belum waktunya GIBRAN maju jadi CAWAPRES pak. Saya pendukung pak jowowi , Nama pak Jokowi sudah baik, jangan hancur gara2 persoalan GIBRAN yg maju jadi cawapres prabowo.",181
"Mantab pak jokowi, mudah mudah an ini bs berlanjut dan di perbanyak merata ke seluruh wilayah indonesia.<br>Bangga apalagi ini buatan indonesia.<br>Sukses selalu INKA!",167
Mantap 👍💪🇮🇩🙏,12
Untuk pak presiden.<br>Saya mohon saya mohon sekali.<br><br>Kirim saya ke plestina.<br>Setidak nya untuk membantu/menyumbangkan tenaga.<br><br>Urusan mati/hidup itu hanya milik tuhan.<br><br>Saya mohon dengarkan permintaan saya .<br>Tolong kabulkankanlah,254
"🎉❤  <a href=""https://www.youtube.com/watch?v=qTvTUALFn3s"">https://youtu.be/qTvTUALFn3s?si=VggQwX6YP_q3kl0q</a>",110
Sing dajjal raimu karo bongsomu su asuuu dasar sakit jiwa,57
"selamat pagi pak<br>mohon maaf di luar konteks<br>tolong tingkatkan pelayanan publik baik secara online maupun offline di daerah karna itu memerlukan biaya yang tidak sedikit bagi kami rakyat kecil , terimakasih",211
Pagi PK Kren jos sht y,22
Kren pk,7
Bapk. Jokowi. Itu. Lagi. Di. Setasiun lrt. Iya. Apa. Bukan,58
Ngutang ko bangga,17
kereta cepat mrt MonoreL Lrt trem dLL jakarta harus punya Lengakap,66
Pak Pak ecocity buat siapa wargal lokal di kemanain,51
Bismillah seperti jepang kedepannya dalam transportasi massal😊😮,63
"Kalo pak jokowidodo nyalon presiden lagi, aku pasti pilih dia lagi❤",67
Pak bantu Israel pak,20
"Laporan pak , konflik Israel dan Hamas berdampak besar kepada ekonomi Indonesia laporan selesai pak Jokowi",106
Pak presiden jokowo palestina membutuj kan indonesia pak jokowi bantu plisss kasian palestina,93
"Sehat selalu Bapak Presiden RI❤❤❤ Main ke Pariwisata anyer-Cinangka Kabupaten serang Banten Bapak Presiden,kalau bisa pembangunan kereta cepat sampai ke Pariwisata Anyer kabupaten serang,agar masyarakat jakarta bila mau ke Pantai pariwisata anyer bisa naik kereta Cepat Bapak Presiden karena dulu stasiun kereta Api sampai ke pariwisata Anyer kidul🙏😊❤",351
Bapak udh tau berita uas di tangkap,35
Halo pak Jokowi aku ingin jadi presiden kaya bapak menurut bapak saya bisa gak,78
Terimakasih pak presiden Joko Widodo..jasamu akan ku kenang slalu,65
"pak balikin Shopee luar negri sama tiktok shop dong... kami para anak muda jadi susah berkreasi.... di tanah abang gak jual wig manmei pakk pliss ya balikin tiktok shop sama Shopee ya, agar anak muda Indonesia kembali kreatif.. pak banyak orang yang memanfaatkan situs online untuk jualan.... pak banyak orang yang gak sanggup bayar ruko atau tempat sewa jadi terpaksa gunakan tiktok shop da Shopee jadi balikin ya pak😢😢😢",421
"Pak jokowi. Bagaimana ini pak masalah haji 2024? . Masa haji 2024 naik drastis begitu. Kami kloter yg harusnya berangkat 2021 tp gara2 kena covid jd di undur. Trus malah haji naik drastis begitu mana bisa kita cari, pak. Dampak covid masih berasa di kita 😢😢",257
Ini saya Santoso,16
Assalamualaikum warahmatullahi pak Jokowi do,44
Kren kren,9
"Sama mw nambahkan, untuk pelunasan hutang bikin kreta cepat ini apa bener sampai 100th? Tu mardigu bikin video",110
Dulu sby ngapain aja ya,23
"Sangat kontras sekali komen&quot; di sini dengan realita di sosmed, bner&quot; buzzer itu ada, uang membeli kebebasan",117
@daga ragah   tolong kasih peringatan konten orang ini kasih contoh buruk kontennya,83
"Hati&quot; dan bijaksanalah dalam melakukan tugas&quot; negara,karna presiden mencakupi langit dan bumi indonesia",113
"Senyap dalam dilema hutang... <br>Cepat utang semakin membumbung tinggi...<br>Tanpa Mas yang sinis... APBN akankah dijadikan agunan hutang??? <br>¤¤¤¤<br>Apakah generasi berikutnya dijadikan penanggung jawab hutang??? Sementara biaya pendidikan mahal, lapangan kerja susah, China justru bebas bekerja di Indonesia! <br>Inikah yg dimaksud sebagai kemajuan??? <br>Nauzubillah minzalik...",385
Kemacetan di Jakarta juga akan berkurang ini nanti☺👍,52
kenapa masih ada aja yang benci pak owi,39
"Bangga dengan kerja keras Pemimpin Nomor Satu NKRI beserta jajaran Menteri Kabinet dlm mencapai Indonesia Maju dan Indonesia Emas 2045, Merdeka...💪💪, Terima kasih Pak Jokowi dan para Menteri Kabinet yg telah bekerja dg produktivitas tinggi.",240
GOD BLESS,9
Aku bangga punya Presiden Pak Jokowi❤,37
presiden gk ada tanggung jwb<br>liat kami rkyat sumatra yg hrs perang stiap hr demi mmpertahan kan tmpt tinggal kami<br>jgn cma mau enak ny aja sbgai presiden,158
woi pak jokowi liat kami rakyat sumatra kmu buat kyk gni dgn ulah aparat&quot; mu<br>kamu itu presiden hars ny bs brtindak tegas atas masalah yg terjadi di tanah kami,166
Aku senang sekali karena mempunyai pak Jokowi dan aku juga senang sekali tinggal di Indonesia 😊😊😊,97
"Presiden yg dulu dulu kenapa ga bisa bangun ltr,mrt,kcjb,bandara mewah,tol dimana mana..terbukti pak polisi hebat visi misi kemauan,membangun memajukan negara sangat besar,ga lelat lelet.",187
Semoga pak Jokowi udah subscribe sebentar rezekinya banyak sehat selalu amin,76
Nama hidup saya Sunarto rajane tawuran Pak Plus,47
Halo pak Jokowi aku kangen dengan kamu pengen berfoto lagi,58
"Indonesia maju di pempim pak Jokowi, smngkt pak Jokowi, smoga jkrt bandung krt lanjut ke bandara kerta jati pak",111
"Moga aja, apbn ga terbebani biar ga jadi korban utang cina selanjutnya",70
Semoga LRT di Jabodetabek diperpanjang :<br><br>LRT Bogor - Sentul - Hardjamukti - Cawang <br>LRT Serpong - Slipi - Dukuh Atas<br>LRT Cikarang M2100 - Jatimulya - Cawang <br><br>Mantap Joss !!!,193
Salam kenal dari bang Ahmed hampir tiap hari nggak biasa tidur tergangu kontak batin hampir sengaja gila in asal asalan ...!????!!!,131
Salam dari bang Ahmed pak Jo ?!!! Hidup aku terlalu ter lunta banyak kenak ancam sana sini termasuk keluarga tapi ham bang Ahmed banyak yg asal pasok ngomnasin nggak ngasih bersih nggak ngasih hapi terlalu ngancam pak Jo orang biasa semua padahal bukan polisi pada sok padahal aku nggak naksir tapi pada sok / asal....udah 10 tahun acaman datang ke keluarga ku Bangkan aku di anggap gila padahal nggak padahal aku cuma berkarnya tapi di ancam sana sini !???!!,459
"Saya harap pk jokowi beri mas gibran nyapres ..., Saya harap mas gibran nyapres pak kenapa kok mas gibran ngk  nyapres...., Saya dukung gibran dengan AHY",153
mohon maaf kalau boleh usul pak.. tolong buat pabrik pengolahan sampah di indonesia yang lebih banyak pak. sehingga sampah2 di indonesia bisa terus berputar dan tetap berguna sehingga indonesia bebas dari sampah..,213
Terimakasih jokowi,18
Saya bangga walaupun hanya bisa melihat dan memantau dari sosmed.....setidaknya anak cucu kita dapat manfaat dari ini semua.....terimakasih pak Jokowi atas kerja keras dan kerja ihlasnya untuk negeri ini. 🔥🔥🔥♥️♥️♥️🇲🇨🇲🇨🇲🇨,220
Baru kali ini Indonesia terasa smakin maju setelah presidennya jokowi,69
"Assalamualaikum <br>Pak Jokowi, saya tunggu undangannya untuk SMK Negeri 1 Bawen, siap mengikuti upacara 17 Agustus di IKN. <br>trims Bapak.",140
ASS BPK PRESIDEN&quot;BTS NKRI ITU PERLU&quot;UTK DIPERCEPAT&quot;NKRI INI SERING ADA OKNUM YG &quot;SEROBOT2 NO WA&quot;KALAU UTK PENIPUAN KHAN BAHAYA&quot;MONGGO PAK PRESIDEN&quot;DICEK MEDSOS YG JAHAT2&quot;MONGGO&quot;WA SY TIBA2 GAK BISA DIBUKA&quot;DIHUB TEMEN2 LEWAT TILFUN DIANGKAT BPK2 DG NADA TINGGI&quot;INI SIAPA?&quot;SEDANGKAN SY PEDAGANG KECIL DIKOTA MALANG RAYA&quot;PESANAN LEWAT WA DAN MESENGER&quot;JIKA DI HACK&quot;KHAN BEBERAPA HR SY GAK BISA USAHA&quot;UTK TERIMA PESANAN&quot;ANAK2 SY MASIH SMP&quot;WALAUPUN SY SDH DIATAS 50TH&quot;KRN DULU TERLAMBAT NIKAH&quot;CARA ATASI HACK WA DAN MEDSOS UTK BISNIS SY&quot;MONGGO BPK PRESIDEN&quot;BTS NYA SEGERAKAN UTK NKRI&quot;DG CARA YG LEBIH SAFETY&quot;AGAR YG JAHAT GAK ADA PELUANG&quot;MONGGO BPK PRESIDEN&quot;MONGGO&quot;MATUR NUWUN,805
"Senengnya bisa lihat orang orang bahagia...aku hanya tertawa saja.<br>Tapi sesaat aku merenung, akan betapa letihnya anak ku kelak membayar hutangnya.<br>Semakin maju Indonesia 😢",178
Pak suara bapak bagus banget pas nyanyi cupid,45
"Saya berharap transportasi ini ada d seluruh Indonesia, menyambung antar pulau.lebih baik darat dari pada udara, terlalu beresiko.lanjutkan untuk anggaran selanjutnya, Alhamdulillah.Amin",186
"Non masinis  non  pilot non  pailet  masinis  Tan supir  tidak  di  stir .  Canggih  we whe  waow  tecnokrat   insinyur  anak bangsa  waow  top top  markotop.  Indonesia kerent  abis, banget Ah.",194
Maaf Pak/bu<br>Fungsi Ojk apa ya<br>Dana nasabah katanya di tanggung<br>Ini wanaartha sudah sejak tahun lalu tidak beres<br>Apa sudah tidak perlu percaya pemerintah?,165
Narasi makin ngawur yg di laos kereta semi cepat keceparan 160 km jam. Kowe ngawur nduk,87
"pak,tolong tertibkan segera bandara sutta agar tidak lagi ada oknum yang memaksa tki untuk menukar mata uang asing dengan kurs jauh dari harga pasar dan agar tidak ada lagi oknum yang memaksa tki untuk naik kendaraan sewa yang tarif nya jauh dari umum,terimakasih.",264
Bapak presiden RI bapak jokowi membawa kemajuan indonesia,57
The best👍👍👍👍👍,13
Harus trun tangan masalah Demo ricuh di batam,45
